,종목이름,종목코드,21_1Q_매출액,21_1Q_영업이익,21_1Q_순이익,21_2Q_매출액,21_2Q_영업이익,21_2Q_순이익,21_3Q_매출액,21_3Q_영업이익,21_3Q_순이익,21_4Q_매출액,21_4Q_영업이익,21_4Q_순이익,22_1Q_매출액,22_1Q_영업이익,22_1Q_순이익
0,동화약품,[000020],71827235183.0,5119344079.0,5510603248.0,75802350156.0,7199614803.0,7039930999.0,69071143577.0,3664566950.0,787996714.0,76317383112.0,6512825144.0,6244271247.0,85294133984.0,9053120555.0,5801167250.0
1,KR모터스,[000040],22700113685.0,-894817785.0,-2094939089.0,37992143662.0,1339663853.0,-1393239568.0,34504672071.0,-229499897.0,-1749669582.0,38313508504.0,-2912964193.0,-6686709404.0,29150539327.0,-1352668157.0,-3055328173.0
2,경방,[000050],82570752134.0,13337575719.0,6839953083.0,93960376694.0,8620297111.0,10381436230.0,93476717032.0,9566077780.0,799403192.0,113000000000.0,22272864590.0,4261087432.0,96786200686.0,18642739078.0,15128919424.0
3,삼양홀딩스,[000070],701000000000.0,83733000000.0,86833000000.0,785000000000.0,115000000000.0,85849000000.0,821000000000.0,122000000000.0,91025000000.0,800000000000.0,31052000000.0,10379000000.0,822000000000.0,49503000000.0,51190000000.0
4,하이트진로,[000080],535000000000.0,52919507116.0,29138299424.0,565000000000.0,42625014066.0,23688706136.0,557000000000.0,44867454287.0,13371224770.0,545000000000.0,33699129431.0,5573407193.0,584000000000.0,58092180236.0,37079236731.0
5,유한양행,[000100],379000000000.0,13900978641.0,20114280650.0,433000000000.0,23427315378.0,33220936937.0,451000000000.0,6515739758.0,30068350346.0,424000000000.0,4752086487.0,15723109940.0,411000000000.0,6101960508.0,16069140855.0
6,CJ대한통운,[000120],2690000000000.0,48119805699.0,18638362486.0,2750000000000.0,90579287805.0,49363416156.0,2850000000000.0,105000000000.0,39545188172.0,3060000000000.0,99833363582.0,50732729431.0,2860000000000.0,75661609962.0,31531533077.0
7,하이트진로홀딩스,[000140],532000000000.0,56269033207.0,26805630610.0,563000000000.0,46088517291.0,23384087306.0,555000000000.0,48204082029.0,10933174448.0,542000000000.0,37844967085.0,6232291945.0,581000000000.0,61534704424.0,35256070125.0
8,두산,[000150],4520000000000.0,398000000000.0,402000000000.0,2290000000000.0,174000000000.0,200000000000.0,3790000000000.0,259000000000.0,-1810440805.0,2600000000000.0,114000000000.0,56135372691.0,3420000000000.0,188000000000.0,14831331616.0
9,성창기업지주,[000180],45118587920.0,4691258422.0,4913331377.0,52779274198.0,7200158324.0,5180207110.0,48046443676.0,4504876179.0,4917676753.0,51996007267.0,-5924443255.0,-9073184111.0,53012442231.0,-1324349498.0,-2054886625.0
10,DL,[000210],510000000000.0,65951240377.0,325000000000.0,581000000000.0,47454842793.0,450000000000.0,623000000000.0,74541521721.0,97349985665.0,672000000000.0,33945792791.0,2911389161.0,883000000000.0,32261385587.0,108000000000.0
11,유유제약,[000220],26495227966.0,456440757.0,543154705.0,28229930448.0,470259299.0,333545078.0,29782895575.0,583995246.0,-206973172.0,31147431008.0,-310527079.0,-1590015678.0,35526188981.0,572161000.0,-72931206.0
12,일동홀딩스,[000230],142000000000.0,-21539433868.0,-21658380489.0,149000000000.0,-14633840720.0,5092835872.0,151000000000.0,-19814676959.0,-10766226733.0,151000000000.0,-26855750854.0,-107000000000.0,168000000000.0,-15588993462.0,-128000000000.0
13,한국앤컴퍼니,[000240],237000000000.0,67408427139.0,63882478622.0,231000000000.0,59574281473.0,51818157203.0,244000000000.0,66399093826.0,61919392498.0,251000000000.0,34923398046.0,23380647485.0,270000000000.0,44036702815.0,39851966905.0
14,삼천당제약,[000250],39563000664.0,-4219106661.0,-3190972478.0,41450535743.0,-2020085977.0,-1393194486.0,42572330372.0,-8905505420.0,-2097295529.0,43689037096.0,-148389243.0,-3679423963.0,41817880455.0,3598639777.0,3047946746.0
15,기아,[000270],16600000000000.0,1080000000000.0,1040000000000.0,18300000000000.0,1490000000000.0,1340000000000.0,17800000000000.0,1330000000000.0,1130000000000.0,17200000000000.0,1180000000000.0,1250000000000.0,18400000000000.0,1610000000000.0,1030000000000.0
16,대유플러스,[000300],123000000000.0,3065098524.0,2583013839.0,113000000000.0,1619532345.0,-724674522.0,130000000000.0,5568418820.0,2888664647.0,145000000000.0,2904290924.0,-2761892498.0,119000000000.0,6066718243.0,3517636111.0
17,노루홀딩스,[000320],203000000000.0,6177259970.0,6057371452.0,263000000000.0,6733165992.0,4212182338.0,238000000000.0,7360784914.0,5924439337.0,251000000000.0,6388474820.0,-5486203454.0,228000000000.0,5126783832.0,2945098118.0
18,삼화페인트,[000390],130000000000.0,263660308.0,297702770.0,180000000000.0,675072287.0,-1473956528.0,148000000000.0,-1349385815.0,-668082742.0,174000000000.0,1234313148.0,-581334790.0,150000000000.0,2301434292.0,960767982.0
19,대원강업,[000430],222000000000.0,-1128920544.0,-342333158.0,247000000000.0,-448966432.0,2502826419.0,175000000000.0,-2932281984.0,-13655591899.0,218000000000.0,-448342446.0,8637726731.0,234000000000.0,3149378757.0,663261029.0
20,중앙에너비스,[000440],12848214597.0,262034672.0,269930916.0,14754633155.0,-365757955.0,-256345790.0,16532032887.0,181919312.0,308946874.0,16577697075.0,-40240336.0,-71075043.0,16036467292.0,428998546.0,553052502.0
21,조선내화,[000480],179000000000.0,8734814896.0,4102542894.0,180000000000.0,6981403578.0,19760174929.0,187000000000.0,10432616239.0,5731842654.0,200000000000.0,6989612887.0,3801612197.0,197000000000.0,9162784366.0,14969056005.0
22,대동,[000490],297000000000.0,26238271080.0,21264112344.0,338000000000.0,23863459311.0,17305649296.0,258000000000.0,7349279339.0,5603248362.0,286000000000.0,-19244878960.0,-9501046979.0,357000000000.0,21560601875.0,12557378720.0
23,가온전선,[000500],236000000000.0,3754854186.0,1989912337.0,269000000000.0,3444322029.0,1787627347.0,268000000000.0,3904938342.0,1545158445.0,298000000000.0,5467663331.0,531730783.0,333000000000.0,6198518099.0,3852777425.0
24,삼일제약,[000520],32220159325.0,1576259451.0,608437152.0,33932923667.0,171287382.0,-1153280437.0,33797503758.0,217593473.0,-1671461079.0,34296191137.0,-1565399538.0,-3130358280.0,45850300778.0,2347482522.0,335803412.0
25,CS홀딩스,[000590],37968720563.0,3828122951.0,5077336991.0,39963589587.0,6189742804.0,5262408392.0,38250687403.0,5465617961.0,8356913211.0,42834957756.0,4164217943.0,2369162188.0,44342151518.0,3631007372.0,4070259579.0
26,동아쏘시오홀딩스,[000640],192000000000.0,5448000357.0,793537030.0,217000000000.0,18377933823.0,15907776903.0,238000000000.0,20135686342.0,62677009923.0,234000000000.0,17602567508.0,-18866628008.0,223000000000.0,-2001396752.0,-4566615413.0
27,천일고속,[000650],6400227739.0,-2604366020.0,-2309950546.0,7446018204.0,-3202441878.0,5909793004.0,7404267251.0,-2465258719.0,-1959581746.0,8092441310.0,-1571998620.0,-2208242338.0,7271415631.0,-3168442792.0,-4054233339.0
28,SK하이닉스,[000660],8490000000000.0,1320000000000.0,993000000000.0,10300000000000.0,2690000000000.0,1990000000000.0,11800000000000.0,4170000000000.0,3320000000000.0,12400000000000.0,4220000000000.0,3320000000000.0,12200000000000.0,2860000000000.0,1980000000000.0
29,영풍,[000670],830000000000.0,8303216822.0,64311494846.0,800000000000.0,7277750503.0,50542245825.0,963000000000.0,-36226711749.0,28114545917.0,989000000000.0,-6138569938.0,27095260006.0,1060000000000.0,50175021419.0,80017090554.0
30,LS네트웍스,[000680],90605912298.0,-2664357065.0,17616868301.0,101000000000.0,2713664908.0,20869808211.0,90692528506.0,-387476443.0,15189970109.0,108000000000.0,4647238189.0,6411656212.0,83981889754.0,487456406.0,6596346124.0
31,유수홀딩스,[000700],107000000000.0,2125833695.0,7310457865.0,114000000000.0,2601474751.0,5176577307.0,132000000000.0,6666394700.0,12303526764.0,151000000000.0,8953773444.0,14376620464.0,147000000000.0,8167237636.0,10992138724.0
32,현대건설,[000720],4150000000000.0,201000000000.0,194000000000.0,4380000000000.0,141000000000.0,84934000000.0,4350000000000.0,220000000000.0,148000000000.0,5180000000000.0,191000000000.0,127000000000.0,4150000000000.0,171000000000.0,183000000000.0
33,이화산업,[000760],13556646700.0,-1055734734.0,63336929724.0,12907918339.0,-2993291527.0,-3744469020.0,13640906355.0,-1336022859.0,-745982521.0,17669640503.0,419859612.0,327358866.0,14391303714.0,450974040.0,783037111.0
34,화천기공,[000850],43738858565.0,-263939436.0,391999958.0,53506478026.0,2633842601.0,4573840995.0,50978958955.0,639667597.0,3448052912.0,55747993945.0,312968492.0,899713680.0,54940919076.0,1608600552.0,3368253926.0
35,강남제비스코,[000860],108000000000.0,-609903133.0,90144239433.0,167000000000.0,-995567202.0,-4989825440.0,148000000000.0,-4592521282.0,-1764972910.0,168000000000.0,-6521983357.0,-35946999647.0,164000000000.0,3842819371.0,4342899862.0
36,한화,[000880],12800000000000.0,848000000000.0,820000000000.0,12700000000000.0,769000000000.0,572000000000.0,13400000000000.0,573000000000.0,516000000000.0,13900000000000.0,737000000000.0,254000000000.0,13100000000000.0,466000000000.0,291000000000.0
37,보해양조,[000890],21424160385.0,1291905553.0,1483537784.0,21626232105.0,623695023.0,-553835510.0,20184258638.0,-539279524.0,-509016213.0,20514259662.0,-322583980.0,-1329405447.0,20280026405.0,475429145.0,109106096.0
38,유니온,[000910],49694886912.0,352719942.0,14712496288.0,56432383455.0,1554511660.0,-1661374185.0,53773982502.0,1431042137.0,23782395238.0,56021373045.0,1835154680.0,-26734356859.0,54565059478.0,629688066.0,2357025582.0
39,전방,[000950],30722680460.0,1127601067.0,730361727.0,31595812711.0,1132846595.0,1506327302.0,35101545969.0,622505336.0,-1793280777.0,36325188190.0,4477124997.0,-283501006.0,33673981333.0,4387542875.0,2305402599.0
40,한국주철관,[000970],104000000000.0,11845722120.0,10011171504.0,152000000000.0,21281026055.0,17727772776.0,115000000000.0,9829654828.0,8080603024.0,139000000000.0,5613074612.0,30079358117.0,119000000000.0,4026580424.0,3408506222.0
41,DB하이텍,[000990],244000000000.0,60590744587.0,47810548964.0,275000000000.0,81389693573.0,59042973323.0,328000000000.0,119000000000.0,92666034218.0,368000000000.0,138000000000.0,117000000000.0,395000000000.0,182000000000.0,159000000000.0
42,신라섬유,[001000],842687420.0,402319760.0,318400778.0,877577234.0,-397223183.0,-509394632.0,1370980889.0,304835481.0,310820177.0,1259477990.0,358595760.0,550448235.0,1082854718.0,286539594.0,265277912.0
43,페이퍼코리아,[001020],85537980245.0,4365827029.0,-473935473.0,113000000000.0,8556539122.0,991164494.0,116000000000.0,8375399019.0,3308187538.0,121000000000.0,10161431253.0,5420884799.0,102000000000.0,5998509229.0,-3426311526.0
44,CJ,[001040],8010000000000.0,447000000000.0,171000000000.0,8340000000000.0,567000000000.0,276000000000.0,8850000000000.0,498000000000.0,160000000000.0,9280000000000.0,369000000000.0,199000000000.0,9120000000000.0,498000000000.0,206000000000.0
45,JW중외제약,[001060],142000000000.0,9366873700.0,4075947922.0,146000000000.0,2004094763.0,-3791272196.0,149000000000.0,7568510534.0,5023692672.0,169000000000.0,12260370288.0,-6749821866.0,156000000000.0,13322625416.0,9445749938.0
46,대한방직,[001070],52993791894.0,1262711025.0,413304392.0,43985558650.0,2390632933.0,1494365023.0,54269754162.0,2358262380.0,1062625068.0,49123799913.0,-604944108.0,-1414573945.0,49856719852.0,-997424106.0,-1387812768.0
47,LX인터내셔널,[001120],3690000000000.0,113000000000.0,97805006065.0,3960000000000.0,126000000000.0,111000000000.0,4490000000000.0,210000000000.0,178000000000.0,4550000000000.0,208000000000.0,153000000000.0,4920000000000.0,246000000000.0,223000000000.0
48,대한제분,[001130],247000000000.0,8704010634.0,8090917618.0,272000000000.0,8052848082.0,77600836657.0,278000000000.0,6911104092.0,5923221289.0,314000000000.0,1292218701.0,-4319880164.0,305000000000.0,6391856650.0,4407061726.0
49,국보,[001140],20616001079.0,-2924734048.0,-4298978915.0,24909155545.0,-1551516311.0,-3335361310.0,22226922824.0,-2067377209.0,-3379234911.0,29097523795.0,-1465134975.0,-6655477122.0,23241409104.0,-1962237157.0,-2717567591.0
50,금호전기,[001210],10656464718.0,-2322986199.0,-2757069631.0,10697299981.0,15451088.0,296311346.0,8841816858.0,-2930856092.0,-3640867643.0,11445016123.0,-3321273454.0,-4828176237.0,11457940386.0,-2929763475.0,-5909997918.0
51,동국제강,[001230],1400000000000.0,109000000000.0,27553103479.0,1820000000000.0,207000000000.0,148000000000.0,1910000000000.0,299000000000.0,199000000000.0,2120000000000.0,188000000000.0,184000000000.0,2130000000000.0,206000000000.0,273000000000.0
52,GS글로벌,[001250],679000000000.0,8063599045.0,2617207327.0,801000000000.0,11255974305.0,8427391996.0,1070000000000.0,18444308864.0,19522798458.0,1300000000000.0,1082821236.0,-8539389368.0,1250000000000.0,23806175111.0,11703686584.0
53,남광토건,[001260],60534088645.0,2996472855.0,3418717232.0,85922077922.0,2778146089.0,3106388027.0,82559653455.0,2860102236.0,3705646186.0,128000000000.0,12169926412.0,11448665207.0,82691006077.0,1682054315.0,1636058208.0
54,백광산업,[001340],46396524104.0,4447914331.0,3462045734.0,44048012591.0,3208215476.0,2399374847.0,49076387607.0,5533846327.0,4308646276.0,51596804210.0,4739825181.0,4726257829.0,54362623785.0,8076419183.0,7042402581.0
55,삼성제약,[001360],13609753709.0,-2425145267.0,-13995982798.0,16806613040.0,-2839478359.0,-6263551266.0,10449945443.0,-5339565774.0,-6708726030.0,14034818030.0,-7535641861.0,-13308083448.0,12582643823.0,-406885629.0,-1499961321.0
56,SG글로벌,[001380],20729318653.0,1416839734.0,365507174.0,14648718963.0,-970112491.0,-715107817.0,11910851734.0,-1475521125.0,-1323705162.0,10482879023.0,462885240.0,-3877353755.0,15840818063.0,-550676910.0,-679471516.0
57,KG케미칼,[001390],1040000000000.0,89887394301.0,108000000000.0,1240000000000.0,140000000000.0,122000000000.0,1300000000000.0,149000000000.0,41976427884.0,1350000000000.0,88808211139.0,10584708249.0,1370000000000.0,133000000000.0,86372513587.0
58,태원물산,[001420],3832510396.0,-455159062.0,-261486437.0,4073057397.0,183970042.0,289132945.0,3177713726.0,-162361660.0,-51485197.0,3629917058.0,-58250260.0,105111400.0,2388033486.0,-255973566.0,-292400312.0
59,세아베스틸지주,[001430],818000000000.0,37519878535.0,34738113689.0,959000000000.0,93870764121.0,68086900899.0,907000000000.0,65208609543.0,51515936242.0,967000000000.0,41830373361.0,29327707794.0,1070000000000.0,41582127059.0,34022036939.0
60,대한전선,[001440],444000000000.0,5531907000.0,-4222224000.0,445000000000.0,-1382126000.0,-9405598000.0,477000000000.0,15143123000.0,18995018000.0,631000000000.0,20169219000.0,19791256000.0,589000000000.0,11780912000.0,9372136000.0
61,BYC,[001460],35291531602.0,5661185295.0,6844849685.0,39522928414.0,3638019740.0,4512421117.0,40123665950.0,7436130834.0,5879622906.0,49507767823.0,9976010595.0,12618595689.0,35803053704.0,6822316333.0,4878906702.0
62,삼부토건,[001470],80663658111.0,-1368286805.0,57770066.0,89730206913.0,3720035278.0,4800650785.0,90011005190.0,284401338.0,-1923463916.0,96643069391.0,-6989272348.0,-4483873221.0,84887655524.0,5993491366.0,7895698167.0
63,동양,[001520],156000000000.0,-3247917772.0,4181441822.0,174000000000.0,4329231131.0,5749115222.0,172000000000.0,5982917128.0,2555897296.0,198000000000.0,553722569.0,-1240043735.0,163000000000.0,-4437413539.0,-2123752018.0
64,DI동일,[001530],194000000000.0,11993624963.0,10491392071.0,196000000000.0,13230481818.0,14929480131.0,190000000000.0,10518241209.0,9139588599.0,232000000000.0,12850631663.0,11774170867.0,241000000000.0,17668630864.0,15574767561.0
65,안국약품,[001540],35537630473.0,1367703707.0,1128889865.0,40517582223.0,-2275000129.0,-1740010142.0,40403734119.0,1320221116.0,1335264864.0,47074883453.0,-1497005694.0,3019509069.0,47166755197.0,1454167808.0,1245390997.0
66,조비,[001550],19799064371.0,1486964068.0,1440691068.0,36635668632.0,2629058999.0,2127077485.0,9858633399.0,-1808714907.0,-2323400963.0,18304148960.0,770097670.0,606852836.0,43685817343.0,9568259374.0,8239538843.0
67,제일연마,[001560],17879943416.0,1685848002.0,1706839290.0,20157293777.0,1709778338.0,1812895486.0,20684996475.0,1902350849.0,1527598694.0,21025667615.0,1306451444.0,1047872017.0,20363968613.0,1925049882.0,2014527793.0
68,금양,[001570],50383958802.0,4120286467.0,2031532694.0,51939254508.0,2451970393.0,597991227.0,53705699001.0,1579081742.0,-1185479625.0,61690201310.0,3984643340.0,11888165086.0,53986242492.0,4322809344.0,2277372605.0
69,케이비아이동국실업,[001620],140000000000.0,-782769863.0,2393452255.0,134000000000.0,-3286531374.0,-1073546020.0,114000000000.0,-11283434418.0,-4612930268.0,134000000000.0,-57932635704.0,-20442724774.0,133000000000.0,-7919034298.0,-6029741229.0
70,종근당홀딩스,[001630],246000000000.0,21613989388.0,14754434693.0,235000000000.0,6367435070.0,8053121420.0,231000000000.0,7053434168.0,2629871447.0,214000000000.0,-624128614.0,387462845.0,238000000000.0,-1107581108.0,1957028282.0
71,대상,[001680],817000000000.0,54473007616.0,41149308979.0,832000000000.0,45527511859.0,30288885588.0,916000000000.0,35870328722.0,22433468538.0,905000000000.0,17374346930.0,51077928748.0,987000000000.0,42778657280.0,28847080514.0
72,SK네트웍스,[001740],2750000000000.0,26423000000.0,6033000000.0,2540000000000.0,27119000000.0,39226000000.0,2820000000000.0,47150000000.0,25546000000.0,2910000000000.0,21286000000.0,-9367000000.0,2500000000000.0,43310000000.0,30710000000.0
73,SHD,[001770],23166145869.0,144370135.0,290722023.0,24549548404.0,2108408371.0,1983604923.0,27585959918.0,1277867046.0,1163325369.0,29469052178.0,2181900171.0,2354932968.0,28271973142.0,2683513780.0,1967947525.0
74,알루코,[001780],110000000000.0,4530301422.0,3487816599.0,124000000000.0,6198457124.0,2914802450.0,117000000000.0,2773893780.0,5791845651.0,154000000000.0,3163942832.0,-9750135361.0,157000000000.0,9889808958.0,6219218453.0
75,대한제당,[001790],284000000000.0,8205884000.0,3955950000.0,304000000000.0,16584340000.0,9538052000.0,331000000000.0,14133956000.0,6913440000.0,342000000000.0,3127656000.0,-216460000.0,319000000000.0,694832000.0,-3801657000.0
76,오리온홀딩스,[001800],607000000000.0,85998007652.0,58483013356.0,505000000000.0,38953122035.0,26885941437.0,652000000000.0,104000000000.0,78458026416.0,650000000000.0,86710245060.0,61501359560.0,661000000000.0,91950970844.0,65440715019.0
77,무림SP,[001810],32079788616.0,2423986879.0,670065583.0,33625157358.0,4540198951.0,6374415584.0,31388450153.0,821583816.0,-49974297.0,35108930026.0,-1685219859.0,-2662448671.0,35490551335.0,-490362276.0,-1712044260.0
78,삼화콘덴서,[001820],63261252639.0,9025434321.0,8398548623.0,69142763040.0,10553834194.0,8794323852.0,70264793872.0,13146726728.0,11585162908.0,59490476195.0,442941172.0,-159032057.0,68516325053.0,8928664138.0,7592574855.0
79,이화공영,[001840],30224081467.0,-692869665.0,-603922269.0,48190497162.0,-223231573.0,-83565445.0,50059645542.0,-773934665.0,-843370591.0,66461147767.0,-3105539370.0,-3148981945.0,61248827019.0,-237679146.0,201098372.0
80,DL건설,[001880],417000000000.0,62992151049.0,54216344885.0,494000000000.0,53905888404.0,36309858225.0,465000000000.0,53101983737.0,38012339219.0,634000000000.0,59634309932.0,47022706163.0,333000000000.0,3919721158.0,5672691546.0
81,KISCO홀딩스,[001940],253000000000.0,12853454885.0,17148685562.0,429000000000.0,70682502977.0,60483226869.0,439000000000.0,63899044758.0,51518463963.0,460000000000.0,53306464704.0,49232526451.0,431000000000.0,39134013853.0,37180101465.0
83,코오롱,[002020],1260000000000.0,66623323003.0,45069286138.0,1400000000000.0,106000000000.0,72873003714.0,1340000000000.0,91769340550.0,65793874765.0,1410000000000.0,67877891306.0,-13341399817.0,1310000000000.0,95198549819.0,68225361566.0
84,아세아,[002030],388000000000.0,44362141546.0,32466672117.0,452000000000.0,65539484767.0,47510788656.0,456000000000.0,61179307161.0,47702879485.0,551000000000.0,57784810864.0,55251591886.0,450000000000.0,37783475432.0,23925724466.0
85,비비안,[002070],38890674288.0,-896091636.0,-623164722.0,61219880303.0,2289313208.0,5115805593.0,44742131569.0,747916104.0,1769855700.0,43010735066.0,-722001177.0,-9309441953.0,44434511054.0,190648547.0,-1649139910.0
86,경농,[002100],110000000000.0,27062173791.0,20518030324.0,84375362991.0,2595107606.0,1909234279.0,40512355465.0,-2838032700.0,-554107628.0,35202375459.0,-10060258226.0,-5765576771.0,148000000000.0,42180453889.0,33457858318.0
87,고려산업,[002140],51250594353.0,1325506865.0,1548547436.0,54378105283.0,2841028001.0,3339973915.0,50687251658.0,1794272722.0,1025825136.0,57170600201.0,-1098310916.0,-1393781759.0,60750674265.0,379747690.0,2181793809.0
88,도화엔지니어링,[002150],114000000000.0,2564727995.0,4056669808.0,144000000000.0,2417234831.0,922441848.0,139000000000.0,3972203778.0,1081588018.0,181000000000.0,11031307643.0,8952249201.0,110000000000.0,1294265293.0,1806847208.0
89,삼양통상,[002170],44464747436.0,9235535673.0,10891836920.0,51214948574.0,10624280823.0,16730905362.0,49203975612.0,9685978493.0,3448463963.0,49074934984.0,6841457630.0,2068631932.0,42285773822.0,5085130881.0,6872994698.0
90,한국수출포장,[002200],74507776663.0,7767139510.0,6081063606.0,77532758948.0,7409701181.0,5849954539.0,79612382911.0,3866448111.0,2908355736.0,87571180278.0,962355281.0,1019862513.0,83631246561.0,6685509013.0,5348830951.0
91,동성제약,[002210],22310557830.0,-1320758673.0,-712851252.0,22959912761.0,-301225506.0,-111629051.0,18324128313.0,-986691840.0,-518661682.0,20813058877.0,-2690373209.0,-2969690274.0,22412522853.0,-1656935742.0,-1435579551.0
92,한일철강,[002220],51375786551.0,4871178830.0,3909813086.0,65600972795.0,11000369921.0,10308300293.0,62644253075.0,6463739488.0,4043875268.0,68972148394.0,7307238424.0,7252614996.0,72295747442.0,1985732015.0,3010663520.0
93,피에스텍,[002230],10327936795.0,-173307412.0,1443118445.0,15447097753.0,704642831.0,2110855247.0,14433781467.0,323305576.0,3055115872.0,17430960325.0,436827855.0,-237360882.0,13086931358.0,538625289.0,168699233.0
94,고려제강,[002240],400000000000.0,23136275760.0,34872684021.0,420000000000.0,27237958656.0,31137733054.0,390000000000.0,21798345568.0,33469471399.0,482000000000.0,26354068343.0,33832363401.0,516000000000.0,49536573425.0,48071158032.0
96,롯데푸드,[002270],413000000000.0,10764438598.0,7114471536.0,458000000000.0,19494027042.0,13551785837.0,487000000000.0,17305108715.0,11167767534.0,250000000000.0,-9106307192.0,-31066785984.0,413000000000.0,2667770800.0,3414682337.0
97,삼일기업공사,[002290],11174658919.0,817943257.0,746660700.0,17130769288.0,752862443.0,701797336.0,22449187024.0,839979623.0,718623761.0,23048921440.0,899618724.0,781412443.0,17553664562.0,517774956.0,568210253.0
99,아세아제지,[002310],219000000000.0,36861363154.0,32485547546.0,233000000000.0,29260052917.0,26718386321.0,231000000000.0,13654351815.0,14466222043.0,263000000000.0,14099350870.0,17326638606.0,251000000000.0,32015520905.0,26625350791.0
101,넥센타이어,[002350],494000000000.0,13213744667.0,19103567329.0,506000000000.0,12484637980.0,9600445461.0,535000000000.0,1290346599.0,3793695687.0,545000000000.0,-22596849690.0,-27863470646.0,533000000000.0,-42940547481.0,-25815629865.0
102,SH에너지화학,[002360],28825557581.0,315451818.0,180733127.0,30776462630.0,-714007701.0,-485636710.0,39624155027.0,616629207.0,820098269.0,40575484202.0,124751312.0,95882764.0,43099000603.0,721667934.0,1810785438.0
103,KCC,[002380],1360000000000.0,77353481858.0,30431137644.0,1510000000000.0,117000000000.0,381000000000.0,1490000000000.0,120000000000.0,-232000000000.0,1510000000000.0,74390123248.0,-232000000000.0,1640000000000.0,149000000000.0,32197301757.0
104,한독,[002390],119000000000.0,6789086232.0,1896723645.0,124000000000.0,6776935692.0,2974468827.0,135000000000.0,8073145070.0,-2140187090.0,140000000000.0,6367183251.0,557801862.0,127000000000.0,5983245516.0,343669118.0
105,범양건영,[002410],25110262535.0,118186801.0,3843266568.0,29363158612.0,995725909.0,-185526525.0,24818416764.0,213743451.0,191948603.0,32616181982.0,1696407485.0,428356008.0,33585657806.0,642166335.0,1116694482.0
106,세기상사,[002420],343009096.0,-335202639.0,-412143232.0,3066840620.0,-308228877.0,-395039828.0,7431345087.0,-465746981.0,-580513256.0,7039028159.0,-443161892.0,-557224844.0,6705871227.0,-269878755.0,-419224583.0
107,삼익악기,[002450],77517447261.0,12505407619.0,10405219289.0,66358692070.0,7598588098.0,39735266533.0,65499830742.0,6978954353.0,6869966567.0,86052297748.0,6264175658.0,-33246947232.0,106000000000.0,10043334441.0,19371271302.0
108,화성산업,[002460],67358741991.0,2565277143.0,4923207023.0,86458756796.0,3113365667.0,5408263961.0,117000000000.0,4896612266.0,6517621092.0,151000000000.0,18055901148.0,12829420649.0,124000000000.0,6674118532.0,9564294152.0
109,조흥,[002600],55563257713.0,4740850330.0,5783202401.0,61777647962.0,6331705807.0,5493781368.0,64387113318.0,4614616690.0,2297867877.0,69133225978.0,3385468598.0,2500063272.0,65395204816.0,2770899624.0,1760347834.0
110,제일파마홀딩스,[002620],186000000000.0,196705251.0,831414704.0,193000000000.0,714257536.0,2121630330.0,199000000000.0,-927506429.0,391810757.0,185000000000.0,-8958344036.0,-16214860988.0,195000000000.0,-3171826765.0,-4777559486.0
112,한탑,[002680],18595038200.0,-1329815945.0,-375345821.0,19739374502.0,-866061470.0,-38455718.0,19347594118.0,-1399096522.0,-3631564090.0,21210130509.0,-1035663773.0,-5665891755.0,21200356604.0,842004510.0,-546341001.0
113,동일제강,[002690],37758321524.0,1317711622.0,1297037606.0,47370947186.0,3882251959.0,3276352221.0,47496146987.0,2277322486.0,2512196886.0,49610358173.0,395698325.0,1165086477.0,49172132984.0,3913793974.0,3244280949.0
114,신일전자,[002700],24300840812.0,-125072364.0,838975032.0,62393257987.0,5853296226.0,4605629054.0,61224374802.0,5506860402.0,2904832857.0,45598626216.0,-1627275930.0,-371484019.0,27152724862.0,54573559.0,-173828907.0
115,TCC스틸,[002710],117000000000.0,1502793095.0,1039205104.0,125000000000.0,6514757866.0,5901153112.0,142000000000.0,7523217174.0,4853916782.0,152000000000.0,10056947733.0,16929000026.0,137000000000.0,8690799822.0,4551135319.0
116,국제약품,[002720],27383867560.0,1169504417.0,856173044.0,29626679432.0,225514602.0,127446022.0,29833839381.0,794078008.0,805032488.0,32901182363.0,-3865000608.0,-3344442834.0,33250763808.0,3092383932.0,2143288156.0
117,보락,[002760],8361544805.0,121645263.0,136480329.0,10281679453.0,959178265.0,932441438.0,10056623307.0,401321458.0,396898341.0,11064064943.0,209979126.0,229167445.0,10923950693.0,528849490.0,424446469.0
118,진흥기업,[002780],79607104967.0,8942001221.0,9263491656.0,106000000000.0,16716470943.0,22610955672.0,104000000000.0,8702010605.0,8318030197.0,154000000000.0,8988255288.0,13220734385.0,120000000000.0,12937951125.0,10490169013.0
119,아모레G,[002790],1390000000000.0,198000000000.0,177000000000.0,1300000000000.0,105000000000.0,143000000000.0,1210000000000.0,51670182833.0,45501408595.0,1420000000000.0,2290445078.0,-73149293466.0,1260000000000.0,171000000000.0,132000000000.0
120,신신제약,[002800],16209108995.0,-1075989841.0,-771008912.0,20312850639.0,-232377546.0,-352175980.0,19405584050.0,-256804560.0,-212833255.0,18080034136.0,222630096.0,-113431570.0,19135320773.0,726451511.0,471197939.0
121,삼영무역,[002810],110000000000.0,8000977213.0,12505401226.0,116000000000.0,6857763325.0,12290695140.0,114000000000.0,4806450783.0,11742350285.0,127000000000.0,4286721548.0,8379897179.0,121000000000.0,5529545264.0,11009044315.0
