,종목이름,종목코드,21_1Q_매출액,21_1Q_영업이익,21_1Q_순이익,21_2Q_매출액,21_2Q_영업이익,21_2Q_순이익,21_3Q_매출액,21_3Q_영업이익,21_3Q_순이익,21_4Q_매출액,21_4Q_영업이익,21_4Q_순이익,22_1Q_매출액,22_1Q_영업이익,22_1Q_순이익
1605,아나패스,[123860],11969139614.0,-2592610075.0,-1344922092.0,18096845604.0,10241185712.0,10860123026.0,7867121457.0,-1047987317.0,-68047361.0,10448973826.0,1210520815.0,3205242443.0,11341158650.0,774117443.0,1410059731.0
1606,아이티센,[124500],832000000000.0,-303502565.0,-492774390.0,720000000000.0,3090363312.0,-5406715068.0,736000000000.0,3125017252.0,3449290472.0,993000000000.0,25626590378.0,-278810960.0,742000000000.0,7365247332.0,2178182089.0
1607,태웅로직스,[124560],150000000000.0,10466646954.0,8802763235.0,197000000000.0,13732523288.0,11388028586.0,257000000000.0,25048657572.0,21088152872.0,335000000000.0,30043792145.0,22574258642.0,398000000000.0,33470706624.0,27685705698.0
1608,아모그린텍,[125210],30455473228.0,826183137.0,408911959.0,25256242435.0,-1217130176.0,-1428535348.0,30905729205.0,518752845.0,222934174.0,35450271496.0,1637057713.0,3481559692.0,36260647596.0,3027540427.0,2166362081.0
1609,비나텍,[126340],11613280958.0,1543523984.0,2366597646.0,11679233260.0,723324397.0,371707662.0,11902950624.0,1228328558.0,2730946509.0,13762611509.0,2130229032.0,2026079403.0,16237685474.0,1899336076.0,2050821965.0
1610,현대퓨처넷,[126560],98356090774.0,13210915686.0,9759980304.0,101000000000.0,15391488323.0,8820746969.0,-98986108973.0,-18580158720.0,-7984814192.0,36216695594.0,-2610498233.0,-40488449842.0,40753695342.0,3994664843.0,3677219900.0
1611,코프라,[126600],47179660551.0,4102006963.0,4528938377.0,50887480129.0,6244355352.0,7117167600.0,51582824680.0,6468336562.0,7043474131.0,53803921666.0,5453563763.0,-17896292303.0,62217513459.0,4932499164.0,12429862685.0
1612,화신정공,[126640],67967235786.0,2691197605.0,2313327302.0,61119306166.0,1421620658.0,1041438579.0,60423609627.0,719365090.0,700712100.0,65231792588.0,619979799.0,490442092.0,70795792252.0,1898515871.0,1107733687.0
1613,하이비젼시스템,[126700],15019939943.0,-2535732144.0,1815721560.0,89015213844.0,22549873954.0,19092269636.0,104000000000.0,17247630684.0,16984191716.0,64984732338.0,6227675903.0,7443994882.0,21236688194.0,-3351088122.0,-2662618161.0
1614,뉴로스,[126870],10074873572.0,-1190414789.0,-13845140734.0,13334593198.0,-9310650.0,-2944229842.0,11611027525.0,13830098.0,1382750392.0,18111360063.0,214784209.0,6803247951.0,5541183164.0,-2738119930.0,-3542642236.0
1615,제이엔케이히터,[126880],40183235983.0,-897902429.0,-656576891.0,26546018417.0,1372144351.0,2541213387.0,30799946549.0,1044632199.0,818952351.0,33729286462.0,-177701498.0,626680890.0,29000328977.0,-114574200.0,1428722766.0
1616,디엔에이링크,[127120],3325167945.0,-1548785522.0,-1345178947.0,4881835009.0,-2095691127.0,-2064620215.0,6788565169.0,-142542086.0,53049120.0,7995978410.0,-1365343413.0,-2834463466.0,3519611629.0,-2263177547.0,-3873141993.0
1618,아시아경제,[127710],18525627346.0,1614183466.0,459358496.0,23240466765.0,4426871499.0,-10995474140.0,-10737155900.0,-1088323602.0,26520506063.0,11812776491.0,-646056492.0,511617239.0,8791034358.0,272648160.0,-967331626.0
1619,에코캡,[128540],18295130577.0,-1103065542.0,-57403844.0,22513856108.0,-19220206.0,194475466.0,20945854585.0,-975099000.0,1308498047.0,23629120160.0,-10168113041.0,-10005839252.0,23955708707.0,-1683046019.0,-1062870547.0
1620,피제이메탈,[128660],41990554726.0,3889642666.0,2766007620.0,55543891255.0,5715628053.0,4434052498.0,64377026722.0,7290454908.0,5070560524.0,84260594393.0,8288548344.0,6079627741.0,71645053028.0,8256785641.0,6144568238.0
1621,대성산업,[128820],243000000000.0,4437643161.0,-301144502.0,252000000000.0,-2914190658.0,5135153590.0,239000000000.0,6961680579.0,5146798430.0,395000000000.0,10858399550.0,-26495344365.0,459000000000.0,16422823883.0,8523848847.0
1622,한미약품,[128940],270000000000.0,29949790918.0,23228632421.0,279000000000.0,15861168220.0,8267303145.0,303000000000.0,36881161234.0,28095512785.0,350000000000.0,42723754379.0,21886775371.0,321000000000.0,40860462505.0,25049618606.0
1623,인터지스,[129260],122000000000.0,3989554067.0,3818937199.0,141000000000.0,3591515056.0,5318268036.0,157000000000.0,5795280231.0,6304841125.0,169000000000.0,6617740579.0,-1655619810.0,173000000000.0,11096089359.0,7634530134.0
1624,앱코,[129890],42607807249.0,3720127563.0,3213602689.0,27505496171.0,274282892.0,118238529.0,20758186669.0,-4423455922.0,-4405142245.0,10960387538.0,-8787824285.0,-6033698191.0,20079519655.0,-1865001285.0,-2288703619.0
1625,GH신소재,[130500],16258212145.0,322846150.0,230908409.0,17181009234.0,718663459.0,225251027.0,16563941839.0,558156662.0,842476094.0,16698753389.0,604461080.0,1083705652.0,20147573836.0,1071023615.0,1268666823.0
1626,나이스디앤비,[130580],20811824148.0,3776843414.0,3292165631.0,27644506469.0,8276825821.0,6700228024.0,19057052443.0,2271772196.0,2139288707.0,21171007791.0,2611822169.0,1895640504.0,19885632591.0,2350061423.0,2237974296.0
1627,한전산업,[130660],71687740444.0,6411412974.0,4701879903.0,88557369428.0,8007130590.0,3923077577.0,72648010955.0,6056005066.0,4871776735.0,88172328511.0,-2959158398.0,-4937484092.0,72514643546.0,4467256460.0,4039904440.0
1628,티피씨글로벌,[130740],19345758621.0,-53641880.0,-292592306.0,21106631717.0,536918147.0,826376236.0,18983460227.0,-210709869.0,35182782.0,20958540251.0,204290324.0,-2894728173.0,18517562785.0,-497585474.0,-41024737.0
1630,디에이치피코리아,[131030],14403218125.0,2028438036.0,1865760544.0,14649735770.0,2840487142.0,1689454515.0,14644559474.0,3435224700.0,2819214009.0,13618858836.0,2167660916.0,3517082210.0,14692615715.0,2480742837.0,2216583401.0
1631,시큐브,[131090],2034007929.0,216993663.0,323182250.0,2209882575.0,391592522.0,492889958.0,2432431056.0,947260512.0,1135523756.0,6522087229.0,3927590584.0,2920336496.0,1661539610.0,-70792352.0,26295003.0
1632,스카이이앤엠,[131100],2557523356.0,-1664155852.0,-95489286.0,14196792813.0,-1790262155.0,-3944315538.0,618505263.0,-4247741777.0,-12649312648.0,1765793386.0,-4244965379.0,-9029130253.0,12361634287.0,381968689.0,2435778442.0
1633,딜리,[131180],8139800287.0,706864066.0,1499629564.0,10143025415.0,1489066748.0,1097666495.0,7353198144.0,116625997.0,438951927.0,9640356152.0,-274746240.0,9968708.0,10852293927.0,819753591.0,1182290174.0
1634,대한과학,[131220],13795138804.0,767027903.0,752188870.0,16732979085.0,1557914185.0,1308651375.0,15821816848.0,1627354318.0,1638717541.0,19930890789.0,1912424888.0,1315456843.0,15149098132.0,2248862477.0,2196836143.0
1635,티에스이,[131290],61542703571.0,11854818549.0,10899898259.0,85683805872.0,20485870007.0,16300628429.0,73104831605.0,10891940338.0,11981512362.0,87331913389.0,11412090139.0,4052979971.0,80943832216.0,22228728910.0,19338041975.0
1636,알서포트,[131370],11211527478.0,3224431158.0,3267961094.0,18937542608.0,10123089516.0,10402379964.0,11089513399.0,3324963590.0,2477052795.0,11230689537.0,783473143.0,8372052076.0,11357930332.0,1638444054.0,1061549572.0
1637,원익피앤이,[131390],60305094675.0,3586453177.0,3654177556.0,36810823089.0,5369177158.0,6025039636.0,19598997209.0,-991724706.0,-43253721.0,59703413620.0,6993148932.0,9828472123.0,26599828735.0,-4640700858.0,-3611512267.0
1638,이브이첨단소재,[131400],18495960789.0,1019679351.0,9268203544.0,18113926033.0,2004773089.0,-3566089668.0,14317701194.0,-995692957.0,-1269871155.0,12579808486.0,269409961.0,-13724426665.0,12998486879.0,-314790268.0,-107320337.0
1639,파인텍,[131760],24069428424.0,1837698995.0,1849794285.0,13954093349.0,-212565562.0,375438777.0,11719200410.0,-200190458.0,864452217.0,16828250574.0,426397528.0,-10295573295.0,22221084318.0,908808556.0,937733243.0
1640,두산테스나,[131970],43972276231.0,9907092992.0,7360492549.0,43226649178.0,8203050815.0,6004220286.0,56827674602.0,16699611611.0,13344535129.0,63557866653.0,19252382026.0,20457096582.0,60442363947.0,14953306488.0,10630322616.0
1641,메가엠디,[133750],21286675736.0,2541220366.0,1775606418.0,24012751680.0,4693635961.0,3609752132.0,20082408519.0,3285845386.0,3343791228.0,14053068055.0,-2829715961.0,-2078846163.0,19050812760.0,1389268167.0,1862928175.0
1642,화인베스틸,[133820],23106683615.0,-3962490098.0,-4796678050.0,25265642689.0,-2500883242.0,-3148262129.0,30491677775.0,1935492977.0,1521055879.0,45212831173.0,10062468230.0,8798089960.0,34513154304.0,2799055552.0,1912288752.0
1643,이퓨쳐,[134060],3264764850.0,677046393.0,933977149.0,2839290108.0,358503592.0,162751457.0,2362845195.0,234866256.0,548616166.0,2378732373.0,96135071.0,55098000.0,2892735154.0,595975089.0,542764917.0
1644,미원화학,[134380],44324594758.0,3264513775.0,2852845620.0,49362264924.0,3787163604.0,3156867876.0,49042649092.0,2882071563.0,2872603894.0,54740568730.0,2838359293.0,2467869931.0,57576432049.0,4392732448.0,3851573227.0
1645,탑코미디어,[134580],6437925710.0,-1196795277.0,-875862228.0,5055857230.0,-631007126.0,-480883422.0,4337677480.0,-687867127.0,-354690926.0,6425497921.0,-2311286277.0,-2188687065.0,2726340774.0,-373848438.0,-806012636.0
1647,시디즈,[134790],69793422960.0,5845819067.0,5106094901.0,62448842406.0,5588052572.0,4229652050.0,56535175944.0,3378491000.0,2809881957.0,63159462051.0,-2113364287.0,789848309.0,72024580408.0,1802016330.0,1691479531.0
1649,하림,[136480],255000000000.0,8764777239.0,8040856979.0,259000000000.0,8996556699.0,6603850150.0,329000000000.0,19170064711.0,4527069734.0,276000000000.0,-4854688888.0,-5679020530.0,301000000000.0,15107087240.0,-32444961316.0
1650,선진,[136490],384000000000.0,23097155051.0,13664844113.0,420000000000.0,32817256236.0,20526830580.0,422000000000.0,19807300443.0,4686871362.0,492000000000.0,10539913874.0,3529426885.0,505000000000.0,19970965831.0,14170703799.0
1651,에디슨EV,[136510],4394699351.0,-882588268.0,-670442985.0,9590625550.0,392442991.0,-3953490769.0,9846401204.0,-47304478.0,-1186488563.0,5792503736.0,-239232062.0,-2108271751.0,10346369035.0,-1412514179.0,-3590353560.0
1652,윈스,[136540],14341797380.0,323710775.0,386789082.0,18750040354.0,3448861572.0,2864269567.0,18637273276.0,3803756948.0,4047876989.0,44703374444.0,13391438214.0,11487617330.0,17425063223.0,1873810351.0,2018265657.0
1655,피엔티,[137400],89843332644.0,6967869401.0,8452136289.0,93136444729.0,18996189921.0,18305620124.0,63587592712.0,14991925784.0,14437503215.0,131000000000.0,13452346138.0,11507921130.0,94024357524.0,12606214418.0,10737304533.0
1656,넥스트아이,[137940],5674486193.0,-1920965606.0,-2898349175.0,7796443786.0,-939619155.0,-1652460524.0,8640646481.0,392021748.0,313771840.0,6580310046.0,-9057849494.0,-16933301774.0,6294507136.0,-950870942.0,1398893753.0
1657,제이씨케미칼,[137950],79814535566.0,8686526132.0,6188620413.0,106000000000.0,10172543507.0,7205211541.0,117000000000.0,12202473989.0,11224303515.0,89921835381.0,8715630644.0,8753939988.0,85683976330.0,4693395718.0,4057008689.0
1658,신진에스엠,[138070],13154178510.0,345841573.0,57491355.0,16739473395.0,1450601156.0,1398977508.0,15529667943.0,1410321677.0,1067658446.0,15662258155.0,925273029.0,2067311489.0,17076161042.0,1929395959.0,1376853879.0
1659,오이솔루션,[138080],23067625900.0,-1202674681.0,2573427007.0,33397326984.0,4370165576.0,6085383551.0,22192521229.0,1517714574.0,2480243680.0,20023264274.0,-3030323904.0,3232717767.0,17628635187.0,-2509517712.0,-1091401689.0
1661,협진,[138360],459891683.0,-632918310.0,-517168805.0,-154961974.0,-301475125.0,-313596625.0,3695031225.0,1329941998.0,363599002.0,4598723124.0,290867836.0,2866459518.0,1323990917.0,-807916502.0,-779488323.0
1662,코오롱플라스틱,[138490],95375216835.0,6826771634.0,5149431529.0,100000000000.0,8273560629.0,7251195115.0,105000000000.0,11230439585.0,8312991308.0,105000000000.0,1350799622.0,1043296931.0,124000000000.0,11089076011.0,7601354301.0
1663,비즈니스온,[138580],8645943394.0,2302962780.0,2299153749.0,8036705672.0,2426387542.0,2240629062.0,8247847070.0,2458877542.0,1605638616.0,8596186273.0,1803248740.0,106981925.0,10518255282.0,2956251221.0,1583433365.0
1664,나이벡,[138610],2204760356.0,-888953436.0,-1162893267.0,3507893517.0,-1021221165.0,-1453569780.0,4356256872.0,423780580.0,324377880.0,3556460233.0,-621808508.0,-3447681779.0,7345162122.0,1611486937.0,1236696059.0
1665,엘아이에스,[138690],17497770078.0,-10734209111.0,-9832285786.0,18232782785.0,-14579186454.0,-12210498224.0,16142275279.0,-8868657674.0,-5706042922.0,3142051175.0,-26021030747.0,-19092348578.0,2633285424.0,-1949133746.0,-2327291440.0
1666,시티랩스,[139050],32551302221.0,-157375530.0,1092508603.0,33040951350.0,1955176398.0,-256667985.0,32993830154.0,-370368362.0,-1183597511.0,-59355098840.0,-4908063172.0,-7562097705.0,8993604098.0,-2193060998.0,-5423528706.0
1667,이마트,[139480],5900000000000.0,123000000000.0,102000000000.0,5860000000000.0,7583960083.0,483000000000.0,6310000000000.0,109000000000.0,937000000000.0,6860000000000.0,77337474540.0,66937845087.0,7000000000000.0,34449809706.0,806000000000.0
1668,키네마스터,[139670],6902875008.0,359020685.0,537491103.0,6996519855.0,-625752338.0,-715095137.0,6515271454.0,-425446074.0,-36246185.0,5991729545.0,-1010828233.0,-1066537416.0,5661307622.0,-2091525050.0,-1973580374.0
1670,서플러스글로벌,[140070],40534647842.0,7773932918.0,6136547943.0,64612153391.0,6821076706.0,5192404269.0,57572637168.0,6043300406.0,4488087772.0,43917083940.0,10113835899.0,12057607819.0,52103234775.0,8303599394.0,9205685019.0
1671,메지온,[140410],5904864834.0,-3966688970.0,-2232485068.0,6432717916.0,-2582203770.0,-3280659142.0,7055933503.0,-3654249553.0,-1600288996.0,7260357101.0,-6594414016.0,-6489241194.0,6682239341.0,-4910257782.0,-4204804090.0
1672,대창스틸,[140520],43030337880.0,2180879200.0,5434431794.0,80394030085.0,3224980847.0,3246558145.0,81465309907.0,1203994802.0,2803448526.0,91313594403.0,3245979427.0,3925903829.0,93442891506.0,3621380974.0,38390941255.0
1673,알에스오토메이션,[140670],28655477959.0,302067538.0,362468725.0,31297276478.0,1018019442.0,775997568.0,28342324880.0,965365041.0,828093065.0,25134650191.0,515106737.0,521174508.0,21952141415.0,210967167.0,57109285.0
1674,파크시스템스,[140860],15134638293.0,1354298548.0,-5933358179.0,12425460042.0,-976633880.0,1190320267.0,21590106267.0,4775370176.0,9301687460.0,36100052952.0,12427841272.0,4526556159.0,17816317629.0,593607075.0,339728815.0
1675,에이리츠,[140910],108702524.0,-502233291.0,4437122580.0,6809099246.0,6260208330.0,-29050950.0,195838501.0,-524493012.0,-471466736.0,195878501.0,-649274154.0,-627468781.0,195890501.0,-453096368.0,-542936413.0
1679,레고켐바이오,[141080],5278173167.0,-14292427840.0,-13381434419.0,4599006604.0,-14921797006.0,-15660683029.0,4397179766.0,-9504794336.0,-8766877386.0,17882646842.0,11012358763.0,14417767232.0,5804479487.0,-9210734435.0,-8502057945.0
1680,유니트론텍,[142210],85768441227.0,3401617414.0,2966554316.0,92441491235.0,1678631761.0,-336205760.0,93890690773.0,2431599383.0,2378218954.0,120000000000.0,2554065052.0,144145787.0,120000000000.0,5125298537.0,3372206006.0
1681,녹십자엠에스,[142280],22683209537.0,1675996957.0,1577727232.0,40972181402.0,1707474136.0,989176004.0,26012101637.0,-2997503937.0,-2853487392.0,12007287465.0,-20549799978.0,-20851519344.0,43859980560.0,3116870725.0,-2262824864.0
1682,비엘,[142760],25602403476.0,-2043294286.0,-3804405009.0,22990142154.0,-2728132740.0,-12507741944.0,24079498458.0,-3535636892.0,202992896.0,28497610151.0,-6173859998.0,-19656770357.0,24730305436.0,-2807261817.0,-3179910905.0
1683,아이디스,[143160],40070082416.0,3787977106.0,4011503730.0,46941429564.0,4607284162.0,10377163832.0,58363245095.0,5817628312.0,5407194634.0,58680067930.0,4042154321.0,4530899782.0,62999679355.0,9461562603.0,8312386659.0
1684,핸즈코퍼레이션,[143210],138000000000.0,-9511979411.0,-11855911334.0,146000000000.0,-12386944214.0,-15343967490.0,131000000000.0,-9095881980.0,-14224267977.0,147000000000.0,-19133842413.0,-22525863267.0,168000000000.0,-20518559203.0,-20392476753.0
1685,사람인에이치알,[143240],24718280266.0,7534974561.0,6785539306.0,34390191824.0,11041843561.0,9518133474.0,31611471685.0,10889109311.0,8766084165.0,38292934578.0,9620175202.0,6751854299.0,35663492801.0,12484908933.0,9055515173.0
1686,영우디에스피,[143540],40919560211.0,6312842162.0,7354831441.0,12586253740.0,-154568373.0,-1241526058.0,12186543827.0,1487845685.0,2131930159.0,13945729533.0,837557751.0,582910932.0,15311549143.0,-2969727303.0,-2951412292.0
1687,지씨셀,[144510],27259532516.0,3700066561.0,4922799060.0,29187216602.0,1316751425.0,1356067855.0,38305281704.0,10346989103.0,7745863392.0,73557965800.0,20979168095.0,16038917842.0,83797344907.0,36126227148.0,24113848399.0
1689,뉴파워프라즈마,[144960],66780619144.0,5545797657.0,11184214827.0,73296068203.0,6941431986.0,7217697366.0,68378321793.0,3542931829.0,2979596477.0,102000000000.0,8431219595.0,5917520733.0,72430448192.0,4215372425.0,4857369901.0
1690,휴젤,[145020],63823581229.0,29458277248.0,19433810877.0,64528228594.0,26588670977.0,15398123207.0,55791778910.0,21354444918.0,21145777967.0,61009522691.0,19758430716.0,4415393185.0,64899007398.0,24986562095.0,15926965864.0
1691,다이나믹디자인,[145210],16195813024.0,-2830138503.0,-2270181230.0,15174024708.0,-3728395916.0,-481222687.0,9600860647.0,-5311668888.0,-4763581089.0,11984535391.0,-6420231516.0,-18246872885.0,12104835821.0,-3053281277.0,-3716973567.0
1692,케이탑리츠,[145270],3134334626.0,2197520241.0,1169693125.0,3120251134.0,1751307847.0,845934976.0,3317337486.0,2471164094.0,1471469721.0,22378341331.0,11551678388.0,7997253288.0,3091750189.0,2041654599.0,941122845.0
1693,덴티움,[145720],53797694947.0,10638934594.0,8563601156.0,72494869237.0,16871091043.0,14349560573.0,71170392186.0,15101085355.0,14064554092.0,94066731101.0,27271284507.0,18521686996.0,74528714132.0,20397903600.0,15702099197.0
1694,삼양사,[145990],534000000000.0,22040000000.0,24017000000.0,611000000000.0,42974000000.0,26554000000.0,613000000000.0,31407000000.0,19889000000.0,626000000000.0,-13868000000.0,-14067000000.0,633000000000.0,11433000000.0,32206000000.0
1695,마이크로프랜드,[147760],14555801216.0,2857759340.0,2269235344.0,18160107508.0,3822342364.0,2924243331.0,15620114324.0,2796263955.0,2094965815.0,12165195859.0,765587686.0,569861272.0,8890823601.0,-468471253.0,-250914793.0
1696,제룡산업,[147830],5312674132.0,592645567.0,691524726.0,11062420637.0,2703996167.0,3274092916.0,11909434923.0,2514656727.0,2189523263.0,9131436407.0,991419279.0,1382282692.0,7691179065.0,632619206.0,756600006.0
1697,비디아이,[148140],20914091969.0,-163379661.0,-71916342.0,10746944129.0,-10690987645.0,-13201035654.0,20654706141.0,-3853795982.0,-4533493439.0,24847834470.0,-9554009233.0,-26091739766.0,8190155053.0,-2111218361.0,-2463871573.0
1698,세경하이테크,[148150],46253282477.0,-2959614235.0,511652866.0,56572179521.0,365169135.0,945317793.0,89048686155.0,10377446640.0,15448517033.0,76456705696.0,9568342983.0,5823454273.0,55009413469.0,-1147929046.0,2590937128.0
1699,알엔투테크놀로지,[148250],6824892417.0,608182216.0,123273005.0,8213711691.0,1779698607.0,1329398204.0,5846026544.0,-257367471.0,-326427764.0,4329970822.0,-286056077.0,440249742.0,4728326344.0,-804400073.0,-1133171792.0
1701,아바텍,[149950],19853513087.0,488724082.0,997615629.0,18977502929.0,-1056328470.0,-385914365.0,20562782961.0,-482539511.0,-102774677.0,21353236261.0,-1341227049.0,-421059299.0,18771014965.0,-1225247427.0,-684058128.0
1702,하이로닉,[149980],3129508220.0,221309464.0,314269959.0,4807061331.0,642428503.0,1582621247.0,6374415790.0,1654922050.0,1789781742.0,7470053188.0,2112098075.0,3080348033.0,5882362975.0,1181526597.0,1642371899.0
1703,인트로메딕,[150840],1801178175.0,-1347629611.0,33885883.0,1946319011.0,-1461846531.0,-1751945155.0,1988820680.0,-1224472535.0,-1246229088.0,2134292890.0,-1193932659.0,-10895780052.0,1942334810.0,-1539106137.0,-1746243717.0
1704,파수,[150900],6261253989.0,-1833526865.0,-1827087644.0,7824264581.0,-1705870384.0,-1729540755.0,8921915204.0,569709207.0,520740979.0,19167282367.0,7198934741.0,7142775501.0,8200811778.0,-228104957.0,-225124448.0
1705,KG ETS,[151860],695000000000.0,57835339819.0,82574432707.0,880000000000.0,99712862302.0,90589009203.0,964000000000.0,113000000000.0,17313505755.0,998000000000.0,55303139273.0,2133336944.0,1000000000000.0,98322327246.0,74866664398.0
1706,SBW생명과학,[151910],13022327860.0,-647199949.0,618036139.0,12651414803.0,-950339010.0,-3647823740.0,12513296116.0,317462544.0,1034344023.0,13294983846.0,-1589024743.0,-25551446912.0,14673471494.0,1278021795.0,706909425.0
1709,네이블,[153460],1593284695.0,-1286054599.0,-1231657548.0,3157083590.0,346096544.0,429074860.0,2953334949.0,296170629.0,349574067.0,8560216336.0,3118437117.0,3191169251.0,1694797113.0,-986363946.0,-907383957.0
1710,우리이앤엘,[153490],35672191906.0,1940214239.0,3693855212.0,39494601161.0,5030581460.0,3875257468.0,38794393846.0,2915178542.0,4270601544.0,41775596017.0,3624044923.0,6074119198.0,44544691388.0,3310377698.0,3679937715.0
1711,옵티팜,[153710],3448612557.0,-1508141516.0,-1194624005.0,3262386799.0,-1391159052.0,-1036727407.0,3345439836.0,-1233539034.0,-880607542.0,4202000814.0,-371859443.0,32300992.0,3497211039.0,-1124987609.0,-914853525.0
1713,솔루에타,[154040],35649173259.0,-965971238.0,-359430354.0,48661964318.0,799602583.0,-523176447.0,36476642422.0,1021856753.0,-1356980845.0,13761393119.0,408321616.0,-1523618265.0,35470306309.0,257808962.0,-1453581469.0
1714,와이엠씨,[155650],27668504482.0,1349717841.0,1470892235.0,49472708430.0,3873287672.0,2731882901.0,48166883500.0,2442027679.0,2793940177.0,53803082378.0,6376613326.0,4812603927.0,47896377767.0,4546475920.0,3801347516.0
1715,DSR,[155660],60580392365.0,4158147361.0,4174227322.0,71805524776.0,3729815458.0,3098139120.0,68273365523.0,4454312667.0,3925730912.0,71758369046.0,1112156101.0,1340514741.0,87227309843.0,9671589072.0,7686490667.0
1716,바다로19호,[155900],1797943014.0,-281013927.0,-223610318.0,2507181859.0,2989464181.0,5123506895.0,3632486031.0,2977945432.0,7998068446.0,3480017952.0,2035296436.0,1493272126.0,2712841300.0,1810424091.0,2504494965.0
1718,엘앤케이바이오,[156100],3728287283.0,-1828017407.0,2342932203.0,5116873705.0,-2664364300.0,-4898159989.0,3099434751.0,-4111368113.0,-3990100308.0,3427978921.0,-6794525597.0,-7101038416.0,3538691672.0,-3835161981.0,-3812304218.0
1719,참존글로벌,[158310],339033548.0,-1000020064.0,6103901748.0,413748555.0,-785915887.0,-8683785026.0,2378312310.0,-292717570.0,7321732383.0,368094278.0,1670722958.0,7438346104.0,1121279567.0,548796166.0,501953353.0
1720,아톤,[158430],8657850053.0,675873113.0,561088179.0,12560213494.0,3996735336.0,3602086119.0,10913047409.0,1917600873.0,1420855398.0,11150352227.0,2551904371.0,-4060757045.0,9337915703.0,1494347946.0,1275807914.0
1721,제로투세븐,[159580],30916412206.0,1350245330.0,1353572929.0,30329116720.0,1881914413.0,1455301344.0,24606443795.0,517149928.0,369019988.0,26099975913.0,-1416698599.0,-2013696372.0,24119002626.0,1210957282.0,1063577032.0
1723,스킨앤스킨,[159910],4891795402.0,-1378783958.0,-1404549218.0,10015478169.0,-292760436.0,-502592034.0,11123500203.0,643643392.0,1873498664.0,1580799266.0,1986508217.0,1715258734.0,7680603198.0,-248438724.0,-286856339.0
1724,NEW,[160550],30804029070.0,-1460574057.0,543731649.0,28819187796.0,-2948521531.0,-2818322853.0,53362335105.0,400353474.0,1892216444.0,33071614323.0,3509137571.0,-30078709952.0,34308729597.0,-2686409393.0,-2516884317.0
1725,싸이맥스,[160980],69978317648.0,10873748762.0,9469739810.0,71602588577.0,9329760081.0,8260125944.0,44664179260.0,6124549800.0,3785279980.0,56011360855.0,6084168048.0,2643387364.0,47244952929.0,6313680928.0,5441390557.0
1726,애경케미칼,[161000],307000000000.0,30756354295.0,27133754429.0,401000000000.0,30806468331.0,29197586531.0,416000000000.0,22507926116.0,17443759274.0,446000000000.0,9189726169.0,3514391391.0,533000000000.0,26186132737.0,18095457028.0
1727,한국타이어앤테크놀로지,[161390],1620000000000.0,186000000000.0,175000000000.0,1810000000000.0,187000000000.0,162000000000.0,1830000000000.0,181000000000.0,186000000000.0,1890000000000.0,88318420250.0,82364173722.0,1790000000000.0,126000000000.0,103000000000.0
1728,THE MIDONG,[161570],2821882941.0,-643873031.0,-597402654.0,2009661254.0,-1340268385.0,-1411756662.0,2964593732.0,-860052918.0,-837163780.0,2727810209.0,-282886351.0,-1525256780.0,1573548313.0,-630394943.0,-892319311.0
1729,필옵틱스,[161580],37896292913.0,-6630032296.0,5674687338.0,50773453222.0,-1453628919.0,-1136264983.0,71801582450.0,-2053980556.0,-1631659732.0,70320499390.0,-387668256.0,-6041375553.0,60080910719.0,1931027844.0,1008283776.0
1730,한국콜마,[161890],395000000000.0,24246337586.0,15129267423.0,413000000000.0,21322710368.0,12170708493.0,376000000000.0,12778754569.0,6881791278.0,402000000000.0,25919750468.0,9353065711.0,410000000000.0,12907934695.0,14220322923.0
1731,동일고무벨트,[163560],65577599562.0,2798413863.0,2995631523.0,74610073087.0,1193169807.0,688843471.0,64854268174.0,295657441.0,1716228669.0,72470592446.0,-3415672311.0,663825817.0,82411903038.0,-2668313809.0,-2199078748.0
1733,이루다,[164060],6494756392.0,1118644917.0,1181215762.0,6887465914.0,785415080.0,603908855.0,7569910853.0,1217636155.0,1874872305.0,9739797505.0,928952054.0,-612105530.0,9733619690.0,810707356.0,862727123.0
1734,하나머티리얼즈,[166090],55261299517.0,15728385794.0,13452093949.0,63762710337.0,18844244988.0,15756493083.0,72696921305.0,22445582690.0,17301763567.0,79379633544.0,25252081033.0,20161505250.0,80376550901.0,24418468217.0,19784862988.0
1735,코아스템,[166480],6657798877.0,-2246856428.0,8870804890.0,7707635973.0,-2567045510.0,-17692576416.0,7773153248.0,-2533600212.0,-2366313713.0,8101451290.0,-3202311897.0,6191703381.0,10486075366.0,-1721040964.0,1609521982.0
1736,내츄럴엔도텍,[168330],5094863673.0,-365879060.0,-617682640.0,5116912421.0,546866775.0,260136998.0,2751477451.0,-2081576311.0,-1758283030.0,1732420455.0,-4011386219.0,-4873302678.0,2617533695.0,-2174995111.0,-2180932453.0
1737,현대공업,[170030],55254214341.0,3825997381.0,3884190882.0,66276608254.0,3564030475.0,2674472787.0,55022750675.0,2267251362.0,1884904892.0,72768578195.0,3480518251.0,4166505516.0,59347839534.0,2365166420.0,2270879941.0
1738,파이오링크,[170790],9345615642.0,920417630.0,1002329753.0,10555278861.0,1574236215.0,1726235294.0,14711923300.0,3701702404.0,4239247929.0,19721084843.0,4748164938.0,4200671235.0,10533023280.0,684503367.0,1899821947.0
